9845,9720
4534,4384,4921
1770,95,5422
7215,5636,296
6556,4782,3809
6897,4723,6806
8221,6929,2399
8384,9932,5189
1251,6088,4614
4782,9984,3218
3424,1790,1228
7534,9264,4736
1698,2246,5435
1488,5350,6946
1788,3892,8058
304,2719,9529
5198,5727,2050
9560,7836,6118
4865,5783,3348
9854,935,9486
5240,8774,8978
3887,1912,4726
7050,9302,4411
9915,9330,1040
7013,4794,6211
628,3954,4298
3110,5153,7328
5377,1151,3231
813,3388,328
5228,2976,1468
566,9084,1319
2261,3816,1685
7565,5673,6289
1208,7398,1731
1353,3473,2246
4883,8670,2053
2601,9589,1592
2376,5216,407
4224,7648,2748
8138,5861,3765
2911,2211,9925
3389,4159,3258
7782,8184,6842
5582,9193,3455
3610,8139,2752
2073,3928,4267
4587,10,7117
370,4518,5948
2082,5472,9209
4829,1382,9922
8164,7253,6352
8241,2275,7677
1005,1674,8394
1885,2059,7114
9373,2076,7701
9656,3628,9986
2065,7176,7860
5699,7375,763
4521,6394,5415
4196,3231,5173
5087,7089,1747
6905,2857,457
21,7079,8265
8259,6569,5238
8063,6684,2886
9765,2946,8796
8101,7795,1394
7445,461,6462
6415,6461,2587
9207,6383,8734
1732,459,9713
1787,4383,1768
168,4536,1442
9279,818,5918
2739,485,5688
8977,7048,3949
5939,3226,5023
5400,5188,1753
2545,7102,3428
7922,4055,1724
8039,7879,5981
536,1934,2402
3224,4488,491
1831,2202,3180
1326,4736,3731
2158,1605,9550
5168,2478,4460
440,9152,9742
288,5960,2182
5114,3115,6050
3538,7936,4513
1757,9708,6247
7443,65,4337
4661,4974,2777
1165,2708,8936
5386,4685,5764
9920,8527,4989
6718,7280,6669
8184,7671,9781
8275,1143,6134
3126,7049,2672
2056,1357,596
9758,7723,9645
604,6960,2828
2677,4864,5541
9913,4604,2516
2810,780,4973
9561,9489,9534
7038,1423,9014
773,5587,137
4662,6852,5195
1556,2499,1436
7152,6227,7790
8510,1456,3462
991,3698,4633
5288,7713,351
9796,3587,6827
979,7161,9492
6381,4621,7756
9450,8924,8475
2314,6853,9861
1887,4126,9845
459,2242,6190
6962,9547,6524
3912,3277,1805
2460,5496,6203
7963,1492,1421
4932,8068,7706
4418,3127,7515
6756,7484,5423
8288,9699,2132
9168,3028,8984
8236,5417,555
647,1579,1813
3476,7999,5455
1005,3748,1327
3682,5480,4438
6365,7158,3034
4303,4363,8770
2567,3155,8785
7439,384,1295
4277,5270,9361
8619,6883,8848
8269,117,7060
8799,2069,7964
4293,6792,7949
3122,3485,103
2843,3529,3984
5441,9959,8242
4880,1632,8750
8491,9529,5017
2389,8832,3730
3345,8825,2853
3433,4113,3204
7428,3659,1445
949,762,213
2488,6040,7592
4720,3409,1482
6623,4098,4017
8664,7244,2699
4119,3902,7954
4271,9694,9180
6747,2900,3045
5114,9354,29
5133,8888,2592
2145,8702,1459
2242,8038,4683
5010,9811,5726
6750,8358,4966
8484,3797,576
2905,6263,2686
3016,298,936
3122,1928,2099
7314,9031,5438
4235,2096,2897
7827,4747,8150
8588,531,6525
70,2455,2984
9654,2502,7489
1579,9645,9904
1058,7988,8000
5377,6424,8246
4250,9814,5720
4691,2888,1711
1193,963,2065
2571,6092,9420
2738,221,6094
5952,410,8820
4246,8857,4657
9560,7796,8865
3855,8502,519
5399,8268,2584
2703,59,792
8268,8558,9804
3578,1209,597
2711,4138,1983
319,2997,9569
7259,7583,7302
2746,889,9657
6787,5445,7808
85,7722,8990
4560,3227,3812
1705,1380,7296
1939,6733,3238
4350,6522,8976
9804,1448,3639
5580,6115,805
2377,7477,5682
3884,1150,5173
4407,9173,4881
7541,9129,9475
9405,1035,8760
7253,8263,1836
5948,4237,5146
2941,8027,1291
470,7866,3559
4779,28,9616
4784,4447,3234
2795,9369,5296
6593,9970,2439
6671,7605,820
7841,5645,5398
4026,2861,866
8146,3101,4104
3145,2343,1306
8236,1116,159
1363,9371,3068
6861,8933,1760
3978,2387,4612
5307,8701,8428
3076,4039,9146
3712,2117,2619
9631,8536,7698
2616,8753,7558
5610,1570,1827
199,8649,6529
5065,9034,4210
7360,7233,780
8516,3537,3031
3674,1515,7841
3936,6230,5994
7893,4582,9229
3503,3084,1868
584,7080,7719
6877,2108,5118
5967,434,4822
3847,1057,2697
1125,2472,9965
830,956,8670
4760,7669,5499
5391,124,3786
3726,2840,8444
9184,9823,4348
1305,2949,794
6900,4745,8066
2798,4156,6643
9017,7474,7607
4652,9471,4761
9729,1361,832
6543,2531,8841
7923,3415,4115
1275,656,188
2433,5785,8126
4619,5141,8821
992,7546,4305
6558,1026,3566
5033,4726,2336
2155,1162,4351
3620,9550,4637
7513,4042,3730
4415,1377,9871
2265,5620,2766
7583,2579,1610
1062,2998,4407
3555,6871,5243
552,5406,6779
2106,4670,7679
8061,8506,9601
671,3934,6782
2920,2736,2508
8750,3326,67
7364,3641,7979
4682,4267,2546
7514,6825,9649
2378,3219,4304
5130,8089,8051
2673,2701,7178
3387,2863,9746
9082,1796,1797
1058,8513,5508
2764,4264,2710
3359,659,4430
3473,2229,9149
4505,3709,2329
3227,7135,8603
8889,3282,9050
62,5618,2204
7836,3574,4324
8966,6657,6227
2559,8456,8770
4310,1608,4986
5589,8943,9144
6836,9512,905
5167,6293,8100
4238,2720,860
6258,1083,3246
9649,2451,3408
2410,6077,7611
3678,3000,6584
4006,6827,8556
2950,8894,2896
7896,5704,7565
7761,2881,3893
6516,6695,9295
2434,6730,7780
9903,5460,8695
7958,8959,2428
2869,7591,6808
757,9234,8159
285,3522,8194
2797,636,7252
4692,4793,3008
6984,3525,1719
8077,4847,8749
8124,1106,8600
889,5469,8889
5331,3526,6465
8069,9065,5949
6914,6333,6476
3010,6396,662
6750,1656,7660
2284,4627,9544
3324,6246,6917
4976,6325,9289
6137,6178,4377
976,4092,5141
6821,8564,1084
4436,4823,8396
830,2057,6792
7618,9791,9813
8836,5286,1661
8078,4174,8648
2706,7938,4890
3541,6911,5848
2494,8846,598
2600,6496,8465
4957,7892,4137
2614,9462,547
5200,5318,4953
5704,1269,6254
3680,4332,7490
1784,1117,8355
352,6194,9799
4661,5418,8861
4358,5313,1460
593,2028,5527
282,5422,1018
3878,8963,579
3168,5178,846
6868,7531,8408
1632,9879,6753
777,8689,2643
5742,4889,3925
5470,7363,5764
9232,6520,2599
6461,4019,4801
2366,9035,7635
5619,7222,1849
8738,3798,4697
4990,8187,2110
9708,8523,9521
1105,7860,2299
453,2114,1220
7610,8406,1727
6620,5449,5561
4801,3851,5890
4961,505,1042
6730,2300,9565
9276,2892,6990
8469,7028,3864
1733,8882,7093
9890,4948,967
991,6736,4210
7210,9658,5949
2344,7824,4048
4040,6813,1969
7516,4519,7346
4047,5008,1172
6334,6538,6574
4400,8238,9297
8949,1792,8521
7608,5447,310
1912,8940,3483
1912,1440,5801
3130,6242,3490
4662,3603,772
2667,9343,8306
4896,5748,5806
7410,4728,580
6982,6624,1739
5973,7227,9251
8745,9816,7322
2918,1822,6969
4149,4531,7639
5406,888,2674
9676,4046,4159
7992,9522,4318
8944,2676,9312
86,8023,7722
6836,9301,7873
4055,1883,5228
1472,1687,4562
2950,162,4851
1313,3275,4150
4910,3691,5792
7221,6744,3286
1996,6104,8301
6839,7811,5964
1022,2665,2299
2711,4147,5104
7690,5267,1132
771,2080,9790
9233,3174,2982
8908,6355,8720
7137,6551,4326
1089,5605,7643
1772,3458,2604
9681,1433,5505
6231,101,8432
3746,1859,6173
4559,9075,481
7669,6810,5599
7893,5302,2887
8672,5867,6209
6787,2588,9973
7318,1126,894
2445,3558,4941
773,1651,9104
9220,3154,8757
3928,8727,8526
3712,7868,7504
1668,6100,7874
4889,711,3578
4181,3740,2611
1561,4814,6246
5974,1681,8184
7865,2005,6495
8053,547,9223
1734,5743,2830
1972,6491,1152
9789,8658,5707
5478,4901,7813
5164,2583,3889
9169,8191,6919
3502,8596,155
1428,2796,4545
8217,7857,9303
3599,1554,3695
9574,8171,3012
8369,6486,9923
6561,2948,9857
1500,965,8740
5989,1841,5669
9251,1052,9339
8570,270,2226
121,9703,946
4780,7525,4178
8337,8107,2524
4567,9851,6002
5775,4370,3789
3756,2309,1513
2641,3528,7517
8766,8255,6967
1070,708,6042
886,1349,4766
1273,530,4626
1415,9037,1592
2139,1736,9344
4780,7449,4121
6705,816,8331
6188,6936,6357
4358,7665,7749
461,9403,2250
8255,3598,3822
5894,7365,730
3072,986,6383
2454,155,9278
1645,5488,2404
7478,5707,3136
9403,4421,9970
5986,9388,6600
2101,6055,6690
4771,2384,9996
4367,4623,8571
6639,17,9545
2346,5534,4778
9965,9559,1868
5726,3182,4167
295,8754,3531
6618,2320,5592
7689,5190,5254
7457,4991,9
5331,5144,2440
8321,3317,9662
1459,4076,8915
298,2546,5927
1926,2247,3094
9279,9722,4472
5342,7310,4531
1169,5846,542
10,7396,1601
1949,4132,9710
5199,2501,7987
8517,6099,4064
4165,9809,9158
2348,6828,5542
1158,9820,7941
3664,2594,4391
8417,9135,3375
1683,106,3336
6905,2509,4465
3799,8730,8333
5341,2770,6583
8783,4053,5861
7065,9490,3703
5355,4352,44
59,6527,5662
9902,2958,2647
2761,9107,6944
4304,3374,5142
7738,9790,8795
6560,6938,5309
5680,5034,8809
674,9954,6427
6838,7557,4583
2542,7927,1665
8439,5154,3443
9369,4529,1509
778,907,2171
3625,9783,2270
4774,6711,1104
6600,1289,4558
961,5976,9836
3705,30,4564
2946,6532,4156
7206,9945,8840
2703,3193,8279
6416,5484,3173
7528,3876,8194
3076,5998,4238
540,2565,9990
8309,3805,4598
9826,8699,6985
8285,3080,9799
1305,3534,821
8875,4444,3468
2012,3976,700
2342,1039,8933
2207,9999,9857
2018,5819,9916
6395,6661,1837
6203,8209,1530
9572,2037,3161
2399,2317,6022
784,6067,3603
5803,3209,4637
6986,8771,5087
8333,3963,711
8864,7016,3909
6883,3931,7695
8071,6891,5386
9589,5858,1499
9816,1811,1160
8470,6677,2265
5516,4319,5865
4646,8293,8844
9549,9616,4982
3474,3056,1892
2338,6540,9487
7953,8396,7163
8998,9274,8027
368,5934,8595
8300,2670,9977
4477,9337,2719
553,9317,95
2679,2201,308
5267,1451,5075
7014,240,2504
5399,1414,8042
9368,5709,8041
2568,345,1308
430,5191,6938
1977,8622,5016
2284,6045,664
6971,7017,4857
3184,3304,2545
4792,3828,1809
5102,3380,5032
156,6820,7064
480,1220,553
3970,8301,6551
9325,5808,3189
3362,9558,945
9152,5784,587
3131,9491,2821
5270,8962,1096
1450,8225,7691
4127,9548,5871
4707,7600,7364
2062,2898,8391
6904,3618,3653
9839,2449,3284
9719,8408,341
212,5978,3775
410,5685,1279
7331,4800,580
1549,6039,2362
7020,7064,3726
8908,970,7258
6001,16,6181
3018,7646,5293
1441,6707,2163
2356,9068,8518
7993,684,4155
129,2432,6410
5796,3427,3263
3773,8992,1811
8127,400,8539
2035,6759,5396
9431,6213,3747
8023,69,8344
9318,605,4829
1055,2217,1262
9667,3178,6615
9285,1514,5890
6005,859,9580
5437,5429,7886
5251,7743,8724
6123,385,6487
4606,8251,3009
595,7965,7148
9821,5787,3831
1994,7368,1612
5265,7243,7402
2489,47,7806
5700,443,460
2920,4470,6414
2709,5798,5959
4192,9099,2219
7206,5352,8024
9022,6833,9644
7049,388,1094
9851,3461,8798
899,2722,8356
4889,9772,9605
2091,5464,8900
912,1111,2408
5479,8819,6127
2275,8431,7819
4883,8422,4245
7645,9557,5789
5557,2751,3412
3636,1747,6072
855,5971,4048
9936,4681,2600
8261,945,9782
2064,4860,9382
2752,1957,2821
9970,6568,3937
1380,5466,1787
8363,4273,2205
6817,2438,6963
9668,1028,900
8502,3549,1874
1047,880,9383
4526,1642,6546
276,3393,6419
6277,8407,4757
9153,4701,5288
929,7521,994
5177,692,6172
979,8603,7403
201,4057,7455
6356,3213,4657
4599,2406,1817
657,9122,1254
1388,3995,9213
504,6085,8507
1072,6248,2001
7603,1568,3914
6339,5358,4865
6429,1256,6634
5996,9386,6918
3643,6478,6863
704,2232,820
2787,4666,9859
6104,4914,9876
5687,990,4986
4902,3386,9609
7167,2466,2777
9277,1701,338
1687,6575,7178
7820,9201,9721
6010,1662,3668
9830,1903,8852
7976,5094,8767
8217,5373,5556
8922,6767,4449
7433,7482,16
6564,5941,7978
508,3352,1984
8391,4281,8750
8221,6097,6858
8830,7256,4427
7222,5929,3087
6118,9993,5809
3477,2415,5567
6140,4698,1929
1105,3702,7660
395,8897,1473
4867,2161,1848
1093,2279,7464
8649,8150,1506
9316,533,4755
5996,4993,6657
5223,5233,1468
2426,1546,8800
1752,5820,3835
9491,3443,4813
2848,57,4195
8552,7069,3221
4021,5642,9582
2910,9624,1708
4890,2394,5250
3072,2123,1283
4306,5284,1070
7639,4516,6096
8187,22,8920
7813,5590,5940
5622,8106,5374
4219,5438,4716
987,297,2930
5726,8094,6497
7671,3200,2435
234,6800,6930
2443,5893,7572
7564,1795,8891
855,5728,4595
2278,4086,6461
4478,51,3625
9449,9733,7098
5275,7316,3828
9763,8810,5447
5059,1177,4470
2604,4561,6944
8067,8105,5817
4199,3710,5406
9361,9215,7018
6408,4315,7478
7288,2263,6163
6516,9218,2595
5083,2316,7365
847,8957,6663
2115,4982,2691
1815,9603,6116
9592,1042,9660
251,4005,1595
1460,7093,4942
5059,5737,3441
9750,8188,2421
1070,1729,8607
5820,3281,6537
9981,9228,9253
4088,7571,9620
3116,2431,800
9821,3937,5909
2594,6133,7770
2846,7431,5119
2036,9366,1970
6135,6419,9940
9018,7485,6970
7966,4785,1367
970,1983,2456
67,5613,686
3497,9482,9465
1685,5776,9346
8645,7573,1131
7226,8102,2004
8354,9957,7709
5956,9688,7306
1531,6102,203
838,3172,783
3658,4093,9054
577,8644,2364
6378,7552,701
8419,5766,1086
4564,8242,6305
1289,2373,2405
8551,8343,5207
3139,2238,9711
4382,215,912
3134,5885,6335
6271,9878,3020
9631,8634,5313
687,2421,8736
1297,239,723
9906,502,6630
7411,3521,5260
5448,6621,9882
9388,4390,1107
9410,1935,6584
7515,4209,851
8944,381,4211
6639,6772,2971
8895,7620,9217
5857,8334,4679
6302,4966,7345
8697,9599,3384
250,8099,3530
4165,1373,6938
3983,5972,8636
1701,943,9983
1093,4479,1742
8362,9056,9382
528,7476,4361
1850,5724,5043
3697,7942,9077
5055,1258,396
1808,7668,6213
8772,392,1906
9563,9859,4712
5018,5812,1864
5441,3706,3996
7720,9871,5349
9053,8335,7177
4267,9221,5276
8692,9641,4425
306,2007,4144
2023,6283,5182
7579,49,2784
4049,5660,6531
9856,2767,4554
7400,8347,723
5156,5770,9961
1721,3456,9741
4805,5261,9673
2657,7277,8047
869,1027,8184
9015,8389,5559
3747,2756,1074
6225,1861,7501
532,8941,3478
1453,7691,5158
3130,4649,8352
5773,2302,7659
2673,2729,5015
7061,386,9148
4166,6300,677
9206,2022,4358
2056,1166,175
9295,9608,4191
2524,8489,431
6407,5790,4135
4485,4211,6519
7243,7729,8021
4077,5193,264
7156,87,5406
9497,3898,4363
8620,4182,7552
6024,6320,2462
2112,2109,510
199,5896,5615
5086,1291,8818
2632,92,4365
9402,2813,4394
5427,556,9207
2387,3258,740
7604,4025,6637
7820,4344,286
8160,4136,5887
7374,2120,8988
5193,2926,9878
2881,1362,2815
3473,24,1139
6852,4544,624
6163,3148,3108
9468,3218,9148
8270,4874,2108
1592,3917,3109
347,1244,6749
4585,3755,8582
8963,6888,8966
9654,2626,7705
6764,3714,564
5622,5011,6435
5395,9224,6016
1563,3946,4598
9754,1471,8171
6726,8932,1752
2081,5021,4749
7832,3568,2865
143,3183,3434
8462,4020,6105
5454,6908,3286
4881,5095,5372
4782,6502,5829
9355,734,2357
2649,2681,4599
8557,5962,9831
7684,5573,3908
6760,7678,7979
3315,5330,4084
1823,4284,5414
2187,498,2164
520,9850,8238
2574,5729,9714
5238,5869,5064
2601,4140,2881
5784,8739,6363
8754,6701,2999
1825,1666,1965
3935,4879,6442
2344,9931,41
4511,2496,1120
5291,4603,3463
1793,1828,7422
8623,3882,6647
4914,5463,5240
8344,8498,7475
9146,6793,7810
234,9379,272
5031,7081,9051
1749,9094,799
347,6573,1105
2303,6886,8541
4707,7778,1914
6525,9296,7340
6960,7195,94
9027,529,2230
4667,66,2691
971,1227,9362
2638,4592,7638
6108,758,235
7253,7644,9733
1561,4004,6034
392,346,8880
8598,230,6670
1546,8912,9648
1423,2307,9636
3659,3654,4530
4013,4229,2330
5141,8852,1497
801,5186,8022
22,733,1754
4158,6436,7017
3870,8690,1826
4120,134,5102
2920,8256,3412
9597,4503,7265
5385,2710,1878
4625,8441,2252
8499,6976,2199
4519,4893,7303
9681,4620,7178
2841,264,6472
8045,1300,4138
2359,1962,6200
9808,6989,8164
7610,2293,3856
3735,854,2305
6306,3141,7790
2351,2598,698
2605,7754,3456
6196,6157,4392
4930,8025,8566
2767,3948,8555
1855,2725,5938
1850,3199,3448
9505,2879,3813
2244,9726,663
2813,6576,1879
8686,8960,479
5476,1203,9042
5852,1805,1160
9076,5419,368
1068,7406,5181
1268,3629,1317
3876,6425,2681
5047,2339,9390
2254,9074,1191
9653,919,2244
1204,6873,7824
485,1393,7381
8090,2662,733
2037,506,6778
1553,6368,962
6979,8883,4628
6730,8636,8447
7039,2135,8423
3780,3666,3865
3198,262,721
3682,8314,7472
8475,249,805
2495,8989,4721
2926,3965,990
8454,8682,1244
1952,7569,6763
6378,1537,2765
6205,690,9750
2471,7041,875
2909,669,5506
7256,5648,8303
9772,3909,638
1229,8725,8779
8750,5924,5872
7594,181,5137
5176,7197,1787
6860,2693,3075
1512,4981,5374
6250,3999,8401
381,6876,159
1193,853,6316
2509,6357,5342
8681,7500,8516
9223,6125,9105
1828,4499,7979
7137,6041,905
9694,8612,9994
7569,1135,530
5803,849,2406
4692,9452,7273
804,9838,2653
1871,205,3868
2272,2974,4414
1397,3259,916
356,42,2588
7113,9907,5956
2235,548,332
4235,4167,9067
2487,142,9267
7125,2416,4591
3505,6180,125
1998,8368,6650
1224,8109,5745
4534,5849,2715
4238,982,2959
8630,8842,1518
4032,905,3416
7580,6670,6735
7206,4223,2345
5093,1390,8161
8296,8684,8295
7511,9781,1465
4356,8057,4558
4747,411,7336
8112,3262,4344
5032,256,4467
5214,3074,3109
5930,7612,8494
3602,8678,3227
2934,9255,9610
4646,7299,2263
8911,7853,2102
8536,3313,2026
3241,5064,2919
4796,1036,5006
6191,3802,5975
6289,8249,8865
3783,6894,5987
9270,9618,8232
7686,8915,2421
9244,9929,7980
7795,9160,3338
7988,8576,5015
2135,3007,6020
3501,8913,6380
1982,9824,2158
6925,1490,8107
7874,7481,2469
6079,7818,7880
9118,2917,9166
2722,6287,5110
6643,1384,6596
529,39,331
8939,1863,9666
964,5991,4318
3899,9659,3641
5595,3942,9220
8078,6932,7700
141,9443,6459
9769,1053,9475
7629,7633,7648
8358,7229,9241
8830,601,935
3255,6973,5434
3825,6512,6336
1911,4596,60
5572,3340,8972
1883,7697,1885
4944,9217,6202
6233,9751,2212
7620,6409,8171
7986,1562,1389
9140,9882,1280
1826,9586,7083
4307,6366,2512
1658,3196,8335
4685,8030,4435
8964,4949,5172
5062,9395,9134
8488,4490,986
6558,1217,9470
5407,379,7896
781,5756,5342
7059,5942,3523
3970,9159,4379
7593,8967,8988
2822,8040,1039
6169,8313,9739
7713,2779,8358
9722,1719,9352
5971,8385,5849
3400,495,8530
1400,3480,6951
4524,2728,391
4518,2013,7329
849,1215,507
5737,4442,9657
2598,5329,7004
1999,7939,3531
1141,1461,6931
2261,9799,3144
4755,7617,194
3047,9956,163
4522,2162,939
3060,1325,6117
240,8694,968
9370,7302,5576
1003,8392,8393
3354,6631,482
1846,5683,3972
145,5658,3181
6176,6036,2414
3376,3048,7327
3340,1706,1887
6867,1566,9918
5954,7272,6777
6198,948,7523
2565,11,336
1013,6896,8466
8801,718,616
9817,4727,1707
6792,6978,7364
8946,1618,6863
4610,3492,9734
1543,5117,3746
8836,3533,1737
885,3964,2334
8515,5872,6994
1326,8291,2684
2797,3621,6350
6847,7941,1408
9249,8935,9685
6390,93,325
3168,1386,1570
5525,8202,6296
29,1946,9032
7054,1381,1925
2855,7486,4151
1544,8916,3523
5683,1041,3104
2626,2742,937
4240,2925,5827
1642,4402,6404
3383,3107,7751
830,7578,780
7262,7146,9102
1274,5455,4453
8619,7683,4696
7210,9241,776
1778,663,7904
7786,1836,856
4222,4430,1938
4786,1155,249
472,3040,4081
8251,6869,8692
8222,9426,7320
6793,573,8011
9807,4942,1282
752,8424,1615
2902,8393,4116
2850,7793,3872
3178,4898,9574
2496,7797,543
9350,6958,252
9954,2522,9721
3069,4190,9845
6639,3545,1428
6366,2374,7856
8857,1237,9732
2076,6683,8516
9793,2368,2973
4587,4929,2343
2317,3971,3491
8365,425,3557
8437,2414,1117
1108,2790,7384
7375,7973,5198
8160,727,4300
2348,2765,275
3311,1491,5515
9751,8022,5380
936,122,9620
5352,8633,291
5737,559,6256
1472,8906,5479
4466,6208,1280
4561,1641,547
6431,9164,3781
2882,9428,5517
6223,299,8428
3643,8378,9395
8592,3516,5717
9991,3266,3897
2518,5049,4967
6615,4054,7857
3542,9669,6354
7260,6470,8598
2594,4759,522
8382,4230,7485
4053,96,6374
6496,7615,7664
3227,6021,3800
636,1030,6335
9862,9508,3848
773,9374,2525
752,1710,6151
7942,2932,5096
3970,5539,2595
5847,4359,1764
2279,2444,4908
3831,6930,248
2898,2296,3648
1204,8997,1727
9024,9315,5921
3089,3150,3791
1267,5856,6405
8706,1791,2996
7092,7087,8471
9987,1989,6528
6068,2181,149
4243,9883,5580
2286,246,6968
7380,9524,6598
8447,5118,6806
5613,4510,3036
4658,5816,7402
8146,9406,9574
463,8302,8359
9891,9282,4453
3014,3612,5248
1688,3744,9677
8389,7295,3184
3649,3243,934
3714,3996,2412
4716,3253,7558
1288,9268,7268
8344,6832,6476
1013,9049,6562
6172,632,6607
6929,9397,1310
816,5325,3231
9304,5928,9364
8771,1821,9945
7144,4641,226
8288,7551,441
2763,1355,2015
1899,4334,8517
3592,5715,2569
3335,8113,1785
2293,3508,7867
6813,1849,9011
3390,6972,7549
4516,4540,1458
5163,8119,1977
2487,1827,7316
8551,4463,4177
3978,2831,8649
8631,9971,6259
7179,4185,5263
4131,5749,2353
5483,5248,6713
800,3210,6341
7552,316,6512
9735,9272,5906
2954,700,7674
765,2943,9809
9004,7842,7908
1330,6510,5415
3668,839,6393
905,2573,1966
6271,4617,8425
2053,6175,9116
5513,8595,8417
1271,9992,4913
9761,5336,4157
7629,8942,814
6667,6857,8612
6253,6812,7598
6520,8451,5565
2909,1675,5190
1599,8193,9717
5785,8965,6767
9207,6919,8933
7463,2258,4408
7955,9501,3133
3811,6187,126
7136,7348,9381
9163,6994,99
7433,5139,3660
8371,8505,3615
8805,109,3288
4190,9275,5010
1207,402,4910
2545,4301,4663
549,1044,4593
4914,6220,979
7146,9724,2418
7680,4922,9012
33,9679,1098
6871,7237,8491
8897,3423,641
7298,3065,8561
663,82,2270
5630,1525,3645
5989,6200,7342
3462,5343,593
9233,2686,8943
300,562,7762
1498,8583,5647
9763,822,4216
1446,7271,653
5865,8230,6034
4615,9792,8336
4824,5944,5328
8935,9718,6702
7566,5169,9978
7975,3296,3632
5005,7327,3258
1789,6083,7220
8989,6613,5715
7018,7103,2607
3987,6074,1202
2831,7114,6363
6423,4613,5268
2725,7807,4305
321,9001,5893
3007,5676,6387
6608,6826,8637
6572,1173,2953
6358,2027,3659
7575,8885,8598
1934,6731,8609
9211,4069,8501
556,769,9260
2517,6029,2831
4521,696,6048
5251,2530,5091
5058,9909,8803
8620,3092,8706
9947,312,1438
1048,6941,5614
2976,5271,1416
5812,8803,523
197,3738,7532
8702,946,2871
1409,1538,4048
3315,8258,9245
6505,1306,4837
9877,163,5957
7702,1775,8690
2948,2301,1350
205,7430,926
8226,8218,674
1112,7919,4111
2510,4842,928
3643,3440,130
5271,1114,5543
3469,4346,7848
1047,7622,6793
8634,89,6238
2052,8231,1571
6339,6190,524
9636,3120,9861
4573,4326,9173
2795,7912,3273
7225,1908,9644
915,1659,1129
378,5135,8614
2232,5030,8297
8545,4825,1557
8256,5981,6478
8882,7650,3552
9956,2655,8312
4262,9709,2030
2703,5161,4640
5168,1954,8963
743,5521,8665
6590,4164,6002
5715,8125,8921
5130,767,2177
5709,2834,4978
6917,7473,3317
6115,5523,1068
3060,6018,2858
9419,104,5600
9001,7096,8817
9689,4106,283
1390,3242,2611
1236,4607,5308
4141,7297,5051
1454,4375,5557
8240,1038,8323
6749,5725,3328
2531,6725,7267
5450,7143,4118
250,7320,453
6380,2981,3550
6572,7493,3106
3443,7489,6724
3101,5854,7637
4874,3584,211
5394,944,2516
2834,7283,8630
7551,6769,7264
4854,3957,8790
5941,5115,484
618,4423,3718
9785,6081,5108
3538,5397,7154
3563,2411,1223
6231,446,4001
191,4705,277
8231,6168,630
8130,8826,71
5043,5096,4408
9386,8115,6359
5956,2650,9687
7743,2209,5789
7880,4712,9997
8651,2715,5573
9189,8372,7359
1159,6628,7354
7249,5077,5898
8792,5370,9155
9713,7070,1095
5913,4016,9394
9453,6075,5721
6423,2516,992
1852,2417,7649
2817,1171,7787
3508,8902,8986
2540,1936,2785
2062,751,8883
7397,9378,6626
4665,9888,4425
191,3708,7717
6282,5349,6812
4667,1020,4592
1288,8901,9491
1855,2577,2895
6213,8930,798
9907,4276,9920
687,2046,8776
8908,2642,3361
4824,3631,8417
5225,6668,1722
9395,3732,3356
3311,3470,6257
8219,8927,7362
2939,4322,2657
9804,3229,9685
2005,3777,3361
5501,7598,8270
5525,3572,4306
2412,3171,2280
993,6755,9877
6097,3006,1983
9612,930,2708
912,97,4122
8114,7563,1857
891,903,2646
9333,8685,1157
3649,5080,8702
1392,3133,7383
9023,5532,9179
6618,1794,8914
3257,3488,8855
3898,5720,1423
5749,1586,4020
7254,84,5476
6396,3017,8987
4753,4115,4286
8423,3871,7621
4532,9577,9911
1048,7972,9370
5652,768,2843
4242,8815,6001
4875,6709,3246
5474,6622,12
6934,2231,9534
4155,9240,637
3381,3455,5505
7702,6341,6611
9327,7371,4986
776,7434,9287
4556,3869,8134
6096,5670,7135
70,6218,8292
3548,4970,7996
6246,8615,3710
266,8586,7831
7223,9674,9153
1651,9128,3530
3258,8779,4862
9684,2185,4255
3574,5788,4734
2588,5206,4995
9679,938,2527
9091,3364,3963
1720,3207,1723
5156,7708,6410
3162,2215,8862
1317,6953,7910
9584,8271,6310
8451,9041,660
230,4144,4800
9245,8526,758
5641,3877,8265
9280,4886,605
5475,6734,6770
2501,1086,8723
5635,1345,605
6700,8405,4328
4508,665,2402
6197,1991,1605
425,3452,2396
8236,969,3004
591,9067,9945
3049,3707,1797
9394,8990,8876
2609,7315,833
1341,2864,4857
5732,2922,4758
5245,6299,9682
7241,5570,912
1505,1474,9118
3188,3836,147
4272,1422,206
5824,3565,9500
220,3644,6960
5861,9029,3710
4789,1403,5456
132,4919,4537
104,3105,5222
2075,4795,6495
238,8324,5095
4007,192,5891
1686,8986,362
9407,6780,893
9785,1920,3298
4001,623,9850
2583,7171,2543
2869,8468,8889
3266,8878,7083
7646,5376,3043
5854,6013,548
203,9869,1045
1274,6547,3266
3368,7006,4512
9304,307,2457
7683,9216,9530
8745,8975,3051
7241,913,1621
2411,4989,3991
1247,5757,3365
5501,4288,9986
4896,2584,1125
6961,2213,1874
7578,6375,6048
2753,6898,796
9281,2128,6110
1177,5201,8186
5043,3087,1809
3629,467,7436
1084,3623,1521
9667,5443,2127
550,5886,9399
4624,8590,2416
8325,6025,9017
7557,2816,5027
2994,4387,6308
6866,8553,7459
4220,6797,8391
6285,8244,8123
5544,8870,2598
5864,1910,2158
8105,7085,7947
4119,6570,6358
